title,specialization,salary,age,employment,experience_years,experience_months,sex,link
Программист Java,"Программист, разработчик",40 000 руб. на руки,38,полная занятость,1,10,False,https://hh.kz/resume/23bdd8a600067235650039ed1f634965704f4f
lse,https://hh.kz/resume/98e375240008ab24e00039ed1f584a50556352
